Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:22,JISUNG,991662,
2025-04-21 23:02:34,JISUNG,991662,0
2025-04-21 23:08:52,JISUNG,991662,0
2025-04-21 23:13:54,JISUNG,991662,0
2025-04-21 23:18:57,JISUNG,991662,0
2025-04-21 23:23:59,JISUNG,991662,0
