Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:22,JAEMIN,98173,
2025-04-21 23:02:34,JAEMIN,98173,0
2025-04-21 23:08:52,JAEMIN,98173,0
2025-04-21 23:13:54,JAEMIN,98173,0
2025-04-21 23:18:57,JAEMIN,98173,0
2025-04-21 23:23:59,JAEMIN,98173,0
