Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:22,JENO,994366,
2025-04-21 23:02:34,JENO,994366,0
2025-04-21 23:08:52,JENO,994366,0
2025-04-21 23:13:54,JENO,994366,0
2025-04-21 23:18:57,JENO,994366,0
2025-04-21 23:23:59,JENO,994366,0
