Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:22,MARK,993717,
2025-04-21 23:02:34,MARK,993717,0
2025-04-21 23:08:52,MARK,993717,0
2025-04-21 23:13:54,MARK,993717,0
2025-04-21 23:18:57,MARK,993717,0
2025-04-21 23:23:59,MARK,993717,0
