Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:22,HAECHAN,993822,
2025-04-21 23:02:34,HAECHAN,993822,0
2025-04-21 23:08:52,HAECHAN,993822,0
2025-04-21 23:13:54,HAECHAN,993822,0
2025-04-21 23:18:57,HAECHAN,993822,0
2025-04-21 23:23:59,HAECHAN,993822,0
