Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:21,JENO,996851,
2025-04-21 23:02:33,JENO,996851,0
2025-04-21 23:08:51,JENO,996851,0
2025-04-21 23:13:53,JENO,996851,0
2025-04-21 23:18:56,JENO,996851,0
2025-04-21 23:23:58,JENO,996851,0
