Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:21,JISUNG,997081,
2025-04-21 23:02:33,JISUNG,997081,0
2025-04-21 23:08:51,JISUNG,997081,0
2025-04-21 23:13:53,JISUNG,997081,0
2025-04-21 23:18:56,JISUNG,997081,0
2025-04-21 23:23:58,JISUNG,997081,0
