Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:21,MARK,998366,
2025-04-21 23:02:33,MARK,998366,0
2025-04-21 23:08:51,MARK,998366,0
2025-04-21 23:13:53,MARK,998366,0
2025-04-21 23:18:56,MARK,998366,0
2025-04-21 23:23:58,MARK,998366,0
