Time,MemberName,TotalStocks,UnitSales
2025-04-21 23:02:21,HAECHAN,997423,
2025-04-21 23:02:33,HAECHAN,997423,0
2025-04-21 23:08:51,HAECHAN,997423,0
2025-04-21 23:13:53,HAECHAN,997423,0
2025-04-21 23:18:56,HAECHAN,997423,0
2025-04-21 23:23:58,HAECHAN,997423,0
